Datetime,Close,High,Low,Open,Volume,Returns,Log_Returns,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Volatility_10,Volatility_20,Price_Change,Price_Change_Pct,HL_Spread,HL_Spread_Pct,Hour,DayOfWeek,Month,Quarter,Is_Trading_Hours,Is_Market_Open,Is_Premarket,Is_Aftermarket,Is_Extended_Hours
2024-06-20 08:00:00+00:00,214.83,215.26,214.2,214.74,0,,,,,,214.83,214.83,0.0,0.0,0.0,,,,,,,,,0.09000000000000341,0.041911148365466805,1.0600000000000023,0.49341339663920414,8,3,6,2,0,0,1,0,1
2024-06-20 09:00:00+00:00,214.7,214.95,214.5,214.8,0,-0.0006051296373877912,-0.0006053128022228547,,,,214.75958333333332,214.7625,-0.002916666666664014,-0.0016203703703688967,-0.0012962962962951173,,,,,,,,,-0.10000000000002274,-0.04655493482310183,0.44999999999998863,0.20959478341871848,9,3,6,2,1,1,0,0,0
2024-06-20 10:00:00+00:00,214.67,214.75,214.5,214.69,0,-0.00013972985561250262,-0.00013973961873825472,,,,214.72461893764432,214.72926564810248,-0.0046467104581608965,-0.0028606736850377485,-0.001786036773123148,,,,,,,,,-0.020000000000010232,-0.00931575760399191,0.25,0.1164578189779662,10,3,6,2,1,1,0,0,0
2024-06-20 11:00:00+00:00,213.91,214.69,213.67,214.65,0,-0.0035403176969300842,-0.0035465994522831997,,,,214.46747557471264,214.5002347744574,-0.032759199744759826,-0.012988900670038451,-0.019770299074721373,,,,,,,,,-0.7400000000000091,-0.3447472629862609,1.0200000000000102,0.4768360525454678,11,3,6,2,1,1,0,0,0
2024-06-20 12:00:00+00:00,213.94,215.3,213.37,213.9,0,0.00014024589780747831,0.00014023606427095042,,,,214.32416234624858,214.370314019517,-0.04615167326841174,-0.02285407576474731,-0.023297597503664433,,,,,,,,,0.03999999999999204,0.018700327255723254,1.9300000000000068,0.9021220903056965,12,3,6,2,1,1,0,0,0
2024-06-20 13:00:00+00:00,211.6385955810547,214.24000549316406,211.47999572753906,213.92999267578125,18864147,-0.010757242305998505,-0.010815519750223922,,,,213.67142833516394,213.82317260369769,-0.15174426853374712,-0.05779048416123654,-0.09395378437251058,,,,,,,,,-2.2913970947265625,-1.0710967013397035,2.760009765625,1.3041145723195626,13,3,6,2,1,1,0,0,0
2024-06-20 14:00:00+00:00,209.53500366210938,211.97000122070312,209.52999877929688,211.6300048828125,12783233,-0.009939547714205355,-0.009989274802821255,,,,212.74839964161743,213.06054398671475,-0.31214434509732314,-0.12216066082060961,-0.18998368427671353,,,,,,,,,-2.095001220703125,-0.9899358183463663,2.44000244140625,1.1644844053554573,14,3,6,2,1,1,0,0,0
2024-06-20 15:00:00+00:00,209.52499389648438,211.1699981689453,209.4199981689453,209.5399932861328,9155236,-4.777132913380555e-05,-4.777247022009011e-05,,,,212.07572454530302,212.49087926216674,-0.41515471686372507,-0.19257264224221537,-0.2225820746215097,,,,,,,,,-0.0149993896484375,-0.007158246697066276,1.75,0.8352225514749739,15,3,6,2,1,1,0,0,0
2024-06-20 16:00:00+00:00,209.3800048828125,210.28990173339844,209.1300048828125,209.52999877929688,6958427,-0.0006919891081992313,-0.0006922286431722674,,,,211.54241524738228,212.0297793863171,-0.4873641389348222,-0.260670940446364,-0.2266931984884582,,,,,,,,,-0.149993896484375,-0.07158588142902023,1.1598968505859375,0.5539673433645768,16,3,6,2,1,0,0,1,1
2024-06-20 17:00:00+00:00,210.0399932861328,210.60000610351562,209.2100067138672,209.3699951171875,6536332,0.0031521080711107707,0.003147150593403242,212.2168591308594,,,211.2577068696334,211.75520827045875,-0.49750140082534244,-0.3137347115606129,-0.18376668926472955,,,,,,,,,0.6699981689453125,0.3200067748820955,1.3899993896484375,0.6617784393826714,17,3,6,2,0,0,0,1,1
2024-06-20 18:00:00+00:00,209.67320251464844,210.1699981689453,209.16000366210938,210.0399932861328,8591610,-0.0017462901504891049,-0.0017478166925830997,211.70117938232426,,,210.96778077776963,211.4851714643498,-0.5173906865801712,-0.3582934752176696,-0.1590972113625016,,,,,,,0.004502743223864461,,-0.366790771484375,-0.17462901504891218,1.0099945068359375,0.48169937537219426,18,3,6,2,0,0,0,1,1
2024-06-20 19:00:00+00:00,209.55999755859375,209.75,208.85000610351562,209.6750030517578,9279123,-0.0005399114178492592,-0.0005400572225022478,211.18717913818358,,,210.7174815429548,211.24863351619533,-0.5311519732405259,-0.39541623118748476,-0.13573574205304112,,,,,,,0.004505706316934822,,-0.1150054931640625,-0.05484940574231142,0.899993896484375,0.42946836560862883,19,3,6,2,0,0,0,1,1
2024-06-20 20:00:00+00:00,209.95,210.522,209.56,209.56,0,0.0018610538554582057,0.0018593242403371951,210.71517913818357,,,210.58421759087082,211.0964988340122,-0.5122812431413877,-0.4201489279628013,-0.09213231517858639,,,,,,,0.004659567762180232,,0.38999999999998636,0.18610421836227636,0.9619999999999891,0.4582043343653199,20,3,6,2,0,0,0,1,1
2024-06-20 21:00:00+00:00,209.5,209.97,200.0631,209.92,0,-0.00214336746844479,-0.0021456677680097833,210.27417913818357,,,210.3996099522704,210.91719301539277,-0.5175830631223732,-0.4405322217353263,-0.07705084138704693,14.419138650863744,,,,,,0.004636166912161583,,-0.4199999999999875,-0.20007621951218918,9.906900000000007,4.728830548926018,21,3,6,2,0,0,0,0,0
