Datetime,Close,High,Low,Open,Volume,Returns,Log_Returns,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Volatility_10,Volatility_20,Price_Change,Price_Change_Pct,HL_Spread,HL_Spread_Pct,Hour,DayOfWeek,Month,Quarter,Is_Trading_Hours,Is_Market_Open,Is_Premarket,Is_Aftermarket,Is_Extended_Hours
2024-06-17 08:00:00+00:00,443.73,444.23,443.06,443.1,0,,,,,,443.73,443.73,0.0,0.0,0.0,,,,,,,,,0.6299999999999955,0.14218009478672883,1.170000000000016,0.2636738557230784,8,0,6,2,0,0,1,0,1
2024-06-17 09:00:00+00:00,443.53,443.77,442.79,443.5,0,-0.0004507245396976334,-0.0004508261465352533,,,,443.6216666666666,443.6261538461538,-0.0044871794871710335,-0.0024928774928727965,-0.001994301994298237,,,,,,,,,0.029999999999972715,0.006764374295371525,0.9799999999999613,0.2209546141185402,9,0,6,2,1,1,0,0,0
2024-06-17 10:00:00+00:00,443.06,443.84,443.05,443.68,0,-0.0010596802922011594,-0.0010602421503237234,,,,443.4024480369514,443.422740266141,-0.020292229189578848,-0.00978769376201462,-0.010504535427564228,,,,,,,,,-0.6200000000000045,-0.13974035340786256,0.7899999999999636,0.17830542138761424,10,0,6,2,1,1,0,0,0
2024-06-17 11:00:00+00:00,443.2,443.45,442.32,443.14,0,0.00031598429106671766,0.0003159343785447223,,,,443.3385431034482,443.360471821384,-0.02192871793579343,-0.013900506829012862,-0.008028211106780567,,,,,,,,,0.060000000000002274,0.013539739134359859,1.1299999999999955,0.25496389891696647,11,0,6,2,1,1,0,0,0
2024-06-17 12:00:00+00:00,442.83,444.32,442.32,443.2,0,-0.0008348375451263657,-0.0008351862160589721,,,,443.2003737597625,443.2374532180216,-0.037079458259086095,-0.02079572084319457,-0.016283737415891526,,,,,,,,,-0.37000000000000455,-0.0834837545126364,2.0,0.45164058442291627,12,0,6,2,1,1,0,0,0
2024-06-17 13:00:00+00:00,442.8385009765625,444.2799987792969,440.7200012207031,442.44000244140625,3628081,1.9196930114206978e-05,1.9196745855502205e-05,,,,443.11241963538845,443.1575462659863,-0.04512663059784927,-0.02739075015911928,-0.017735880438729992,,,,,,,,,0.39849853515625,0.0900683783015358,3.55999755859375,0.8039042564598883,13,0,6,2,1,1,0,0,0
2024-06-17 14:00:00+00:00,443.95001220703125,445.20001220703125,441.7701110839844,442.8399963378906,2019027,0.0025099697248942565,0.0025068250118747922,,,,443.29932548723775,443.2984822255666,0.0008432616711502305,-0.02024547497977393,0.021088736650924162,,,,,,,,,1.110015869140625,0.2506584496251494,3.429901123046875,0.7725872347644802,14,0,6,2,1,1,0,0,0
2024-06-17 15:00:00+00:00,445.3999938964844,445.4100036621094,443.6300048828125,443.9700012207031,1221900,0.0032660922391796188,0.0032607701450738185,,,,443.7377026064223,443.63708782769226,0.10061477873006197,0.0087995167642744,0.09181526196578757,,,,,,,,,1.42999267578125,0.32209218457316047,1.779998779296875,0.39964050374696797,15,0,6,2,1,1,0,0,0
2024-06-17 16:00:00+00:00,447.9100036621094,447.98651123046875,445.0304870605469,445.4049987792969,1594022,0.005635405927303161,0.0056195864323437565,,,,444.5631322598406,444.2704277574051,0.29270450243546975,0.07438297691421733,0.21832152552125242,,,,,,,,,2.5050048828125,0.5624105902892567,2.956024169921875,0.6599593993778751,16,0,6,2,1,0,0,1,1
2024-06-17 17:00:00+00:00,449.42999267578125,450.69000244140625,447.79998779296875,447.9200134277344,2396904,0.0033935143248520205,0.0033877693485529258,444.5878503417969,,,445.48540041718326,444.982397499706,0.5030029174772608,0.1704187249537424,0.33258419252351834,,,,,,,,,1.509979248046875,0.3371091272505708,2.8900146484375,0.6430400052366679,17,0,6,2,0,0,0,1,1
2024-06-17 18:00:00+00:00,450.6029968261719,450.9280090332031,448.57000732421875,449.44000244140625,1951756,0.0026099819093221566,0.0026065818213657425,445.2751500244141,,,446.4217971660633,445.71139101295705,0.7104061531062484,0.2885648887798647,0.42184126432638375,,,,,,,0.00224710162068087,,1.162994384765625,0.258765214143849,2.358001708984375,0.5232991625872422,18,0,6,2,0,0,0,1,1
2024-06-17 19:00:00+00:00,448.3900146484375,450.614990234375,448.0849914550781,450.6000061035156,2557045,-0.00491115725665725,-0.0049232566202974766,445.7611514892578,,,446.7717397730478,446.0405021320722,0.7312376409755643,0.3836324309731014,0.3476052100024629,,,,,,,0.0030021189714972314,,-2.209991455078125,-0.4904552652337131,2.529998779296875,0.5642406602833325,19,0,6,2,0,0,0,1,1
2024-06-17 20:00:00+00:00,448.34,448.72,447.8,448.39,0,-0.00011154273468094722,-0.00011154895603441277,446.2891514892578,,,447.04404932584197,446.3098878925314,0.7341614333105895,0.45781654631112045,0.276344886999469,,,,,,,0.0029408750623210467,,-0.05000000000001137,-0.01115100693592885,0.9200000000000159,0.2052014096444698,20,0,6,2,0,0,0,1,1
2024-06-17 21:00:00+00:00,448.0,448.98,422.569,448.31,0,-0.0007583530356425339,-0.0007586407307647097,446.7691514892578,,,447.20681720385903,446.49970759582965,0.7071096080293842,0.5099688408240602,0.19714076720532392,68.47526110026007,,,,,,0.002995438807985021,,-0.3100000000000023,-0.06914858022350656,26.411,5.8953125,21,0,6,2,0,0,0,0,0
2024-06-17 22:00:00+00:00,448.41,448.59,447.91,447.95,0,0.0009151785714285321,0.0009147600508476448,447.3271514892578,,,447.40837091998327,446.7063544405278,0.7020164794554944,0.5497790663377615,0.15223741311773287,69.5554173601092,,,,,,0.002921221125594535,,0.4600000000000364,0.10269003236969224,0.67999999999995,0.15164693026470194,22,0,6,2,0,0,0,0,0
2024-06-17 23:00:00+00:00,448.155,448.5,447.9,448.5,0,-0.0005686759884927506,-0.0005688377460106793,447.85880139160156,,,447.531757262294,446.85789466638784,0.6738625959061437,0.5753145317033453,0.09854806420279838,69.23717844696739,,,,,,0.002954619194256059,,-0.3450000000000273,-0.076923076923083,0.6000000000000227,0.13388225056063702,23,0,6,2,0,0,0,0,0
2024-06-18 08:00:00+00:00,449.24,449.62,449.07,449.17,0,0.002421037364304768,0.002418111375013115,448.38780017089846,,,447.8108726537496,447.09969916036374,0.7111734933858429,0.6031122735387021,0.10806121984714079,74.45395340497686,,,,,,0.0029503623797105544,,0.06999999999999318,0.015584299930982296,0.5500000000000114,0.12242899118511516,8,1,6,2,0,0,1,0,1
2024-06-18 09:00:00+00:00,449.6,450.3,449.24,449.24,0,0.0008013533968480591,0.0008010324846460172,448.80780078124997,,,448.10043951443095,447.34672447516175,0.7537150392691956,0.6337853843260496,0.119929654943146,74.89111372123767,,,,,,0.002859116757965794,,0.36000000000001364,0.08013533968480403,1.0600000000000023,0.23576512455516066,9,1,6,2,1,1,0,0,0
2024-06-18 10:00:00+00:00,450.32,450.35,449.7,449.7,0,0.001601423487544329,0.0016001425762896693,449.0488004150391,,,448.4568194279696,447.63339125873136,0.823428169238241,0.6722685420599452,0.15115962717829579,78.35833560570677,,,,,,0.0023653953447861182,,0.6200000000000045,0.13786969090504883,0.6500000000000341,0.14434180138568886,10,1,6,2,1,1,0,0,0
2024-06-18 11:00:00+00:00,449.48,450.4,449.28,450.38,0,-0.001865340202522603,-0.0018670821160694784,449.05380114746094,446.8208257446289,,448.62000849579573,447.80754049866687,0.8124679971288629,0.7006354816201167,0.11183251550874618,73.65628669176796,446.8208257446289,452.539485393193,441.1021660960648,11.43731929712817,0.7324997830600753,0.0022416710990645224,,-0.8999999999999773,-0.19983125360805926,1.1200000000000045,0.24917682655513138,11,1,6,2,1,1,0,0,0
2024-06-18 12:00:00+00:00,449.86,450.5142,448.3435,449.48,0,0.0008454213758120055,0.0008450642084511041,448.97950146484374,447.1273257446289,,448.81666686895164,447.9972642493268,0.8194026196248387,0.7246100354504559,0.09479258417438285,72.20801155201796,447.1273257446289,452.8054296758888,441.449221813369,11.356207862519796,0.7406326379768107,0.0020780446223319475,0.0022805831216364024,0.37999999999999545,0.08454213758120394,2.1707000000000107,0.4825278975681347,12,1,6,2,1,1,0,0,0
2024-06-18 13:00:00+00:00,446.9100036621094,450.1400146484375,446.42889404296875,449.7200012207031,3299869,-0.006557587555885425,-0.0065791829942532295,448.8315003662109,447.2963259277343,,448.5157063459106,447.8985731343168,0.6171332115937957,0.7029548838634427,-0.08582167226964699,55.09931839797799,447.2963259277343,452.7190725680534,441.8735792874152,10.845493280638152,0.4643794656795735,0.0025152620536085515,0.0027925274894127074,-2.80999755859375,-0.6248326849965307,3.71112060546875,0.8303955102948599,13,1,6,2,1,1,0,0,0
2024-06-18 14:00:00+00:00,445.8999938964844,447.07000732421875,444.8900146484375,446.94000244140625,2133526,-0.002259984688972483,-0.0022625423085503404,448.5874997558593,447.4383256225586,,448.1044699058021,447.72014040715794,0.3843294986441492,0.6388514066794728,-0.2545219080353236,42.44697746992007,447.4383256225586,452.53278841337027,442.3438628317469,10.18892558162338,0.34901924017889374,0.002585521052066959,0.0028377054975747135,-1.040008544921875,-0.2326953370118666,2.17999267578125,0.48889722036805744,14,1,6,2,1,1,0,0,0
2024-06-18 15:00:00+00:00,446.95001220703125,447.69000244140625,445.7001037597656,445.8599853515625,1213297,0.0023548291655519638,0.0023520609003618246,448.48250097656245,447.6258262329101,,447.9235785512551,447.65241336399,0.27116518726512595,0.5649652452643891,-0.2938000579992631,40.33976486770866,447.6258262329101,452.3241189616717,442.92753350414847,9.396585457523202,0.42807876553309654,0.0027394917151402865,0.002873818932085687,1.09002685546875,0.24447739005088315,1.989898681640625,0.44521727873203104,15,1,6,2,1,1,0,0,0
2024-06-18 16:00:00+00:00,447.760009765625,447.7799987792969,446.6099853515625,446.9700012207031,1354117,0.0018122777412936664,0.0018106375473468724,448.417501953125,447.87232672119137,,447.8980217123437,447.66174623393033,0.23627547841334717,0.49897799912661434,-0.26270252071326716,38.603452354236964,447.87232672119137,451.99298303923,443.75167040315273,8.241312636077282,0.48637147254010354,0.002795324159042976,0.0028736854132679125,0.790008544921875,0.1767475541455382,1.170013427734375,0.26130368997151077,16,1,6,2,1,0,0,1,1
2024-06-18 17:00:00+00:00,445.9049987792969,447.8999938964844,445.6300048828125,447.7799987792969,1290893,-0.004142868826760848,-0.004151474283561523,448.1925018310547,448.02565161132804,,447.58736670802233,447.5112724752684,0.07609423275391691,0.4141448534015093,-0.3380506206475924,39.74409366902427,448.02565161132804,451.541477410829,444.5098258118271,7.0316515990018615,0.19841326718573565,0.003070927227388536,0.003059429875818429,-1.875,-0.41873241438015985,2.269989013671875,0.5090745831255905,17,1,6,2,0,0,0,1,1
2024-06-18 18:00:00+00:00,446.2900085449219,446.45001220703125,445.1700134277344,445.8900146484375,1464522,0.0008634345133582411,0.0008630619682089489,447.8975026855469,448.1426514282226,,447.3855545428327,447.4078629739748,-0.022308431142050722,0.3266426290963248,-0.3489510602383755,41.76713084274814,448.1426514282226,451.21520355295246,445.0700993034928,6.145104249459678,0.1985172573006156,0.0029432128721393227,0.0030201360896902852,0.399993896484375,0.0897068522155067,1.279998779296875,0.28680874650771737,18,1,6,2,0,0,0,1,1
